,label,teks,clean
5581,5,Mantap pas di hd eksternal...,mantap pas hd eksternal
5582,5,"cepat sampai.. harga terjangkau, bahan bagus",cepat harga jangkau bahan bagus
5583,5,Sesuai Harapan,sesuai harap
5584,4,Barangnya dah sampe.. oke pouch nya..,barang sudah sampai oke pouch nya
5585,3,bungkusannya kurang.hanya terbungkus plastik saja. tergores barangnya. thx aza,bungkus kuranghanya bungkus plastik gores barang terimakasih aza
5586,5,Barang dan ukuran sesuai dengan gambar dan deskripsi.Puas!,barang ukur sesuai gambar deskripsipuas
5587,5,"barang bagus sama kaya di gambar, mantap lah",barang bagus kaya gambar mantap
5588,5,worthy,worthy
5589,4,barang datang tepat waktu dan sesuai dengan gambar nya.....joss.. terimakasih lazada,barang sesuai gambar nyajoss terimakasih lazada
5590,4,tempatnya oke.. tp g bs nyimpen buat 2 charger,tempat oke tetapi tidak bisa nyimpen charger
5591,4,"Barang sesuai, mudah-mudahan awet",barang sesuai mudahmudahan awet
5592,3,terlalu setandar mungkin karna harganya yg murah,setandar karena harga yang murah
5593,4,"bagus tapi kurang empuk dalemnya,,",bagus empuk dalem
5594,3,"lumayan untuk melindungi harddisk, kirain saya hardcase ternyata gak.",lumayan lindung harddisk kirain hardcase tidak
5595,5,Harga murah tapi barang tidak murahan. thnks lazada..,harga murah barang murah thnks lazada
5596,5,baeang ok.pengiriman cepat mantap,baeang okpengiriman cepat mantap
5597,5,harga bersahabat tapi kualitas hebat,harga sahabat kualitas hebat
5598,5,goog,goog
5599,5,baguuusss,baguuusss
5600,5,sesuia,sesuia
5601,4,"barang sdh diterima, sesuai gbr, packing bagus, n berfungsi dgn baik, tapi pengirimannya telat sehari. makasih.",barang sudah terima sesuai gbr packing bagus n fungsi dengan kirim telat hari terimakasih
5602,5,sesuai gambar dan berfungsi dengan baik,sesuai gambar fungsi
5603,5,sesuai harga👍,sesuai harga
5604,5,"Terima kasih, pengiriman sangat cepat, cukup keras, warna sesuai pesanan",terima kasih kirim cepat keras warna sesuai pesan
5605,5,sofcase lumayan tetapi bonusnya tidak terpakai karena perekatnya sudah tidak lengket,sofcase lumayan bonus pakai rekat lengket
5606,5,"bagus , pas lagi dengan pawer bank yg aq punya, semoga awet.",bagus pas pawer bank yang saya moga awet
5607,5,mantep keras,mantap keras
5608,5,"barang bagus, free nya ada, pokok nya siip lah,,, 👍 mksh seller n kurir sprt biasa... :)",barang bagus free nya pokok nya siip terimakasih penjual n kurir seperti
5609,5,"Cepet banget kirimnya, dan kualitas sesuai dengan deskripsi. Trims",cepat banget kirim kualitas sesuai deskripsi trims
5610,5,barang nya bagus dan bonusnya bisa di pakai.,barang nya bagus bonus pakai
5611,5,"BARANG BAGUS,, HANYA SAJA KABEL OTC Y TIDAK BISA SAYA PAKAI",barang bagus kabel otc y pakai
5612,3,Ga taunya kegedean sm hd merk wd.. tp its ok,tidak tau besar sama hd merk wd tetapi its ok
5613,5,produk sangat bagus dan apik,produk bagus apik
5614,4,keren lah,keren
5615,5,mantap...barang bagus.. pengemasan oke benget😉 walaupun pengiriman agak lama😜 kurir baik banget...  mantap pokonya,mantapbarang bagus emas oke benget kirim kurir banget mantap poko
5616,5,barang is oke cuman lama sampenya,barang is oke cuma sampenya
5617,4,trmksi. barang sudah sampai.,terimakasih barang
5618,5,"respon cepat, paking rapi, sabtu pesan senin barang datang.. makasih",respon cepat paking rapi sabtu pesan senin barang terimakasih
5619,4,Barang telah diterima sesuai dengan pesanan,barang terima sesuai pesan
5620,5,"packing nya rapih, udah sya coba lancar.. smoga awet n g da kendala...",packing nya rapih sudah saya coba lancar semoga awet n tidak da kendala
5621,5,Biar bintang yang bicara,biar bintang bicara
5622,4,"Pengiriman sangat cepat, paket dan barang sangat baik..terpercaya",kirim cepat paket barang baikterpercaya
5623,5,produk yang sesuai pesanan. pembeli yang ramah,produk sesuai pesan beli ramah
5624,5,"Packaging bagus, barang sesuai gambar, dan ternyata...kecil ya. Kapasitas sesuai yang tercantum. Trims juga untuk ""hadiah kecilnya"". Saya puas dengan pelayanannya. Terima kasih",packaging bagus barang sesuai gambar ternyatakecil ya kapasitas sesuai cantum trims hadiah kecil puas layan terima kasih
5625,5,"Pengiriman cepat, hanya 1 hari sampai dengan selamat. Packingan safety & rapi. Harga terjangkau untuk hardisk sekelas WD. Untuk kualitas barang, tidak ada masalah. Sukses terus.",kirim cepat selamat packingan safety rapi harga jangkau kelas wd kualitas barang sukses
5626,5,"Packing nya rapi&aman, barangnya udh dicob dan berfungsi dgn baik. Terima ksh",packing nya rapiaman barang sudah dicob fungsi dengan terima kasih
5627,5,Pesan cepat sampai dan packingnya baik dan aman ....,pesan cepat packingnya aman
5628,4,"HDD nya mantap, sekelas WD emang udah mantap dl sih, cm sayang g d pouchnya aja 😁😁. tp masalah delivery n packaging udah bagus koq",nya mantap kelas wd emang sudah mantap dulu sih cm sayang tidak d pouchnya saja tetapi delivery n packaging sudah bagus koq
5629,4,"Barang bagus, pengiriman cepat. Kl dpt bonus pouch, saya kasih 5 bintang. Krn ga dapet, cukup 4 aja.",barang bagus kirim cepat kl dapat bonus pouch kasih bintang karena tidak dapet saja
5630,5,Hardisknya nya bagus dan sesuai deskripsi..begitu saya terima langsung di tes dan saya format untuk mac..bisa berjalan normal di macbook pro saya...enggak ada masalah...,hardisknya nya bagus sesuai deskripsibegitu terima langsung tes format macbisa jalan normal macbook pro sayaenggak
5631,3,Barang sesuai pesanan. Tolong perbaiki fitur konfirmasi. Bisa ikuti rule ali express lebih bagus. jangan di input brg telah diterima jika barang belum diterima. Karena itu akan membuat masalah.,barang sesuai pesan tolong baik fitur konfirmasi ikut rule ali express bagus input barang terima barang terima
5632,5,"Terima kasih banyak! Walaupun pesannya sehari sebelum Hari Natal, barang langsung sampai sehari setelah libur nasional. Barang diskon tapi berkualitas. Packing pun aman. Sangat recommended.",terima kasih pesan hari natal barang langsung hari libur nasional barang diskon kualitas packing aman recommended
5633,5,Barangnya sudah saya terima dengan baik. Dan setelah saya pakai ternyata lancar dan bagus. Yg paling penting bentuknya kecil sehingga mudah saya bawa. Terima kasih lazada..semoga sukses selalu.,barang terima pakai lancar bagus yang bentuk mudah bawa terima kasih lazadasemoga sukses
5634,5,sampai sekarang Alhamdulillah Masih normal,alhamdulillah normal
5635,5,"Good Seller, Barang OK, ori, harga murah. Recomended",good penjual barang ok original harga murah recomended
5636,5,real capacity .fast transfer speed and friendly price,real capacity fast transfer speed and friendly harga
5637,5,"sampai dengan selamat tanpa cacat, pesan hari sabtu, hari senin sampai. terima kasih :)",selamat cacat pesan sabtu senin terima kasih
5638,5,cepet sampainya pesen sekarang besok sdh sampai packing bagus barang bagus,cepat sampai sen besok sudah packing bagus barang bagus
5639,5,Sy puas beli ini & brguna bgt utk sy,saya puas beli brguna banget untuk saya
5640,5,Thx lazada Packing nya rapi Brang aman sampai rumah. Bgus,terimakasih lazada packing nya rapi brang aman rumah bgus
5641,5,barang bagus...murah..cepat sampenye,barang bagusmurahcepat sampenye
5642,5,Very recommended seller! Forza KENKEZ!,very recommended penjual forza kenkez
5643,5,Beli tanggal 30 juni udah panik pengen di pake tanggal 5 juli di estimasi sampe ke rumah tanggal 4-6juli eh datengnya manah tanggal 1 juli recommended dah semoga sukses selalu,beli tanggal juni sudah panik ken pakai tanggal juli estimasi sampai rumah tanggal juli eh datengnya manah tanggal juli recommended sudah moga sukses
5644,5,"Brg sdh sy trma dg kbdsi bgus, thanks lazada",barang sudah saya trma dengan kbdsi bgus terimakasih lazada
5645,5,kiriman cepat...murah...kualitas oke...,kirim cepatmurahkualitas oke
5646,5,"Barang sampai sesuai harapan, langsung bermanfaat..:)",barang sesuai harap langsung manfaat
5647,2,"Barang yg dtg hdd transcend 25m3 warna biru, bukan 25h3 purple",barang yang datang transcend m warna biru h purple
5648,4,"saya minta kirim warna biru katanya ada, tapi kok yg di kirim warna hitam, dan katanya kalau milih warna bisa di kolom pertanyaan udh saya kirim permintaan warna dan nomer resi pesanan tapi masih dikirim warna lain, tolong untuk di perbaiki lagi kinerjanya terimakasih, ... mungkin untuk packing dll cukup bagus dan bonusnya lengkap seperti yg di gambar",kirim warna biru yang kirim warna hitam milih warna kolom sudah kirim minta warna nomor resi pesan kirim warna tolong baik kerja terimakasih packing dan lain-lain bagus bonus lengkap yang gambar
5649,5,barang nyampe cepat. kurir yg anter udah langganan wkwkw barang lengkap. kondisi case utuh mulus kyk pantat bayi. bonus bonusnya lengkap dan blm di cek. tapi semoga fungsi semua.,barang sampai cepat kurir yang anter sudah langgan wkwkw barang lengkap kondisi case utuh mulus seperti pantat bayi bonus bonus lengkap belum cek moga fungsi
5650,5,"barang lumayan, bnyk bonusnya... pengiriman cepat",barang lumayan banyak bonus kirim cepat
5651,5,bagus..sesuai dgn digambar,bagussesuai dengan gambar
5652,5,Barang sesuai dgn pesanan. Bonus lengkap & pengiriman cepat.,barang sesuai dengan pesan bonus lengkap kirim cepat
5653,4,"Paket barang pesanan telah diterima, packing rapi, item sesuai description.",paket barang pesan terima packing rapi item sesuai description
5654,5,Barang sesuai di picture dan bonusnyaa,barang sesuai gambar bonusnyaa
5655,5,Paket sudah saya terima dengan pembayaran di tempat (COD) dan sudah saya cek langsung konek tanpa kendala dan semua bonusnya juga lengkap. 3 kali beli Transcend tidak ada yg mengecewakan. semoga saja awet biar ga repot klaim garansi segala macem. di tambah kurirnya juga juga ramah meski kurirnya masih baru 5 bulan di lazada tapi ok dah. paket juga di pack rapih pakai bublewrap cuma selotipnya kebanyakan 😄😄😄.,paket terima bayar bayar saat pengiriman cek langsung konek kendala bonus lengkap kali beli transcend yang kecewa moga awet biar tidak repot klaim garansi macem kurir ramah kurir lazada ok sudah paket pack rapih pakai bublewrap selotipnya banyak
5656,5,"barang diterima dengan cepat,,semoga awet,,kalau bisa saya dikasih tahu cara claim garansi,,terima kasih",barang terima cepatsemoga awetkalau kasih claim garansiterima kasih
5657,5,"barang sampai dengan selamat ,bonusnya komplit",barang selamat bonus komplit
5658,5,Aman semua berfungsi,aman fungsi
5659,5,Memuaskan.. semoga awet hardisknya.. aamiin,muas moga awet hardisknya aamiin
5660,5,jempol 2 pokoknya,jempol pokok
5661,5,"mantap, pengiriman cepat, barang sesuai",mantap kirim cepat barang sesuai
5662,5,"Bagus barangnya, bonusnya juga ok",bagus barang bonus ok
5663,5,sesuai kapasitas.,sesuai kapasitas
5664,5,Untuk sekarang lancar jaya....,lancar jaya
5665,4,"respon lumayan cpt baru 2hari pesen udh sampw rmh, packing lumayan bagus. moga barangnya awet.",respon lumayan cepat sen sudah sampw rumah packing lumayan bagus moga barang awet
5666,4,barang cepat sampai n sesuai gambar,barang cepat n sesuai gambar
5667,3,I Bought this unit and expected much like the specification but you sent me the unit without copy disk to disk features. i need to reclaim what i suppose to get but i don't think Lazada.co.id will help me to negotiate with them cause this unit came from foreign country. or can you?  What do you think Costumers (Shop has Changing the brochure... good education well information for us)..Nice,i bought this unit and expected much like the specification but kamu sent me the unit without copy disk untuk disk features i butuh untuk reclaim apa i suppose untuk get but i jangan think lazadacoid will help me untuk negotiate with them cause this unit came dari foreign negara or dapat kamu apa do kamu think costumers shop has changing the brochure good education well informasi untuk usnice
5668,5,"Product lumayan bagus sdh dicoba dan berfungsi dg baik, mksh",produk lumayan bagus sudah coba fungsi dengan terimakasih
5669,5,"Nilai terbaik untuk uang, ini hebat",nilai baik uang hebat
5670,5,Sangat terkesan dengan ini. Mereka biaya sangat sedikit tapi kualitas seperti biaya lebih!,kes biaya kualitas biaya
5671,5,barangnya bagus banget,barang bagus banget
5672,5,Kualitas bagus dengan harga terjangkau.,kualitas bagus harga jangkau
5673,5,"Sangat bagus, harga yang lebih rendah tapi performa tinggi!",bagus harga rendah performa
5674,5,thankyou,thankyou
5675,5,"WD MyCloud EX2 12 TB termurah di semua toko offline dan online, barang original, udah dipasang dan ditest berfungsi baik, instalasi dan setting server mudah, upload speed rate cukup tinggi, langsung terdeteksi oleh media player, smart tv dan gadget.",wd mycloud contoh murah toko offline online barang original sudah pasang ditest fungsi instalasi setting server mudah upload speed rate langsung deteksi media player smart gadget
5676,5,bagus .. recomended lah,bagus recomended
5677,3,Packing rapih....cuma td responaif connect di Hardisk nya ..over all mah lumayan deh dgn harga sgtu,packing rapihcuma tadi responaif connect nya over all mah lumayan deh dengan harga sgtu
5678,5,barang yg dikirim sesuai 👍,barang yang kirim sesuai
5679,5,MANTAP SESUAI EKSPENTASI,mantap sesuai ekspentasi
5680,5,"Alhamdulillah pake datang dengan selamat dan udah di coba Baguus, chat fast respon dan Kurir ternyata temen smp saya",alhamdulillah pakai selamat sudah coba baguus chat fast respon kurir temen smp
5681,1,beli 2 dikirim 1 bisa .... bagaimana sih....  makin parah tidak berfungsi,beli kirim sih parah fungsi
5682,5,"Mantap lah langsung saya pake puas bgt, kurir nya ramah",mantap langsung pakai puas banget kurir nya ramah
5683,5,Good quality... pengirimannya cepat dan ramah... recommended banget shopping di Lazada.,good kualitas kirim cepat ramah recommended banget shopping lazada
5684,5,"Bagus sekali dan juga murah, keduanya berfungsi dengan baik. semoga awet❤❤",bagus murah fungsi moga awet
5685,5,makasih gan udah sampai barang sesuai pesanan.,terimakasih juragan sudah barang sesuai pesan
5686,5,barangnya sudah sampai mantap,barang mantap
5687,5,mantap sesuai pesanan dan Murmer....,mantap sesuai pesan murmer
5688,5,Barang cukup bagus! Pengiriman cepat. Thanks,barang bagus kirim cepat terimakasih
5689,5,smoga awet,semoga awet
5690,5,Blom sempat tes,belum tes
5691,5,good 👍👍👍,good
5692,5,Oke banget dan murah,oke banget murah
5693,5,"mantap, berfungsi dengan baik",mantap fungsi
5694,5,"mantap gan, sesuai dengan yang di gambar, tapi sayang, ternyata hardisk saya yang memang udah rusak, sebelumnya ini hardisk dari laptop yang belum lama mati total, ane ambil hardisknya untuk backup datanya, tapi hardisknya yg rusak 😔",mantap juragan sesuai gambar sayang sudah rusak laptop mati total saya ambil hardisknya backup data hardisknya yang rusak
5695,5,mantap...fungsi dgn baik,mantapfungsi dengan
5696,5,isi nya lengkap. mesti pakai adaptor lagi buat 12v hardisk nya. baru bs dipakai,isi nya lengkap mesti pakai adaptor v nya bisa pakai
5697,5,barang pas dan sesuai dengan yang di harapkan 😊😊😊,barang pas sesuai harap
5698,5,ok mantap barang sdh sampaii sesuai pesanan topdah,ok mantap barang sudah sampai sesuai pesan topdah
5699,5,ok mantap. lengkap semua.,ok mantap lengkap
5700,5,Barang sesuai pesana dan pengiriman cepat,barang sesuai sana kirim cepat
5701,5,Bagus dan berfungsi,bagus fungsi
5702,5,Barang dah keterima mudah2an manfaat ...nuhun laz,barang sudah terima mudah manfaat nuhun laz
5703,5,"Sangat puas, sesuai",puas sesuai
5704,5,kualitasnya bagus dengan harga yg murah . makasih lazada.,kualitas bagus harga yang murah terimakasih lazada
5705,5,Mantabp gan. sampai dengan selamat dan memuaskan,mantap juragan selamat muas
5706,5,barang berfungsi  mudah2han awet,barang fungsi mudahhan awet
5707,5,"Mantap dah, terima kasih barangnya berfungsi dengan baik",mantap sudah terima kasih barang fungsi
5708,5,"barang cpt sampainya, alhamdulillah bsa digunakn.. trims lzada",barang cepat sampai alhamdulillah bisa digunakn trims lzada
5709,5,barangnya sesuai gambar dan bagus.,barang sesuai gambar bagus
5710,5,top abis,top habis
5711,4,Diterima bagusbluar dalam,terima bagusbluar
5712,5,Barang bagus dan bonusnya juga sesuai dengan yg di gambar dan walaupun lokasi sya di luar pulau jawa tapi ttp bisa cod,barang bagus bonus sesuai yang gambar lokasi saya pulau jawa ttp bayar saat pengiriman
5713,5,Barang sesuai gambar tp bonus2nya seadanya,barang sesuai gambar tetapi bonus ada
5714,5,"Cepat dalem 24jamClient, bungkus rapih dan Friendly",cepat dalem jamclient bungkus rapih friendly
5715,4,"bagus, paket baik",bagus paket
5716,5,"cepet bgt pengirimannya, order tgl 23 tgl 24 udh samoe thank's",cepat banget kirim order tanggal tanggal sudah samoe terimakasih
5717,5,pengiriman cepat. barang sesuai,kirim cepat barang sesuai
5718,5,"Barang lancar bisa dipakai lengkap dengan sarung. So far g da masalah selama dipakai di pc, smart tv dan sending dri hp pake otg ke hdd. Cool stuff.",barang lancar pakai lengkap sarung jadi far tidak da pakai pc smart sending dari hp pakai otg cool stuff
5719,5,Barang telah diterima 1 hari sejak pemesanan. Sesuai dengan gambar dan pesanan. Pengriman 1 hari sejak pemesanan,barang terima mesan sesuai gambar pesan rim mesan
5720,5,"Barang sdh sampai kurang dari 6 hari, packing bagus dan sesuai specs..sukses lazada",barang sudah packing bagus sesuai specssukses lazada
5721,4,Alhamdulillah Produk Ok Dan Sesuai. Terima Kasih,alhamdulillah produk ok sesuai terima kasih
5722,4,pas mantap untuk harddisk external. top.. terima kasih CMart dan lazada,pas mantap harddisk external top terima kasih cmart lazada
5723,5,"Packing tebel bgt bubble wrap, kemasan rapi, barang sesuai dan bagus",packing tebal banget bubble wrap kemas rapi barang sesuai bagus
5724,5,"Barang sudah diterima, lebih cepat dari perkiraan....",barang terima cepat kira
5725,5,mantaps👍,mantap
5726,5,"barang ok,realpict....recomended .",barang okrealpictrecomended
5727,4,"Barang pada prinsipnya bisa dipakai untuk baca HDD notebook yg error systemnya dan berfungsi dengan baik, hanya 1 hal saja, diiklannya transparan tapi yang datang warna hitam. but overall it's ok.",barang prinsip pakai baca notebook yang error systemnya fungsi iklan transparan warna hitam but overall its ok
5728,5,"barang yang diterima sesuai dengan pesan, thanks",barang terima sesuai pesan terimakasih
5729,5,sip. barang ori. berfungsi normal. sesuai spec. pesan 3. biar dapet free ongkir.,sip barang original fungsi normal sesuai spec pesan biar dapet free ongkir
5730,5,"Berfungsi dengan baik, mantap!",fungsi mantap
5731,5,Trims banget,trims banget
5732,5,To External PS3,untuk external ps
5733,5,Great item,great item
5734,1,"bonus tidak sesuai yg tertera di katalog, body minta warna putih di kasih item. respon  kurang baik. Di katalog toshiba canvio ready, yg di kirim canvio basic :( kabel konektor nya jauh berbeda dengan yang saya beli di toko lain. dan ketika di colokan ke body hardisk, susah untuk di cabut :(👏👏👏",bonus sesuai yang tera katalog body warna putih kasih item respon katalog toshiba canvio ready yang kirim canvio basic kabel konektor nya beda beli toko colok body susah cabut
5735,5,"Pesanan diterima dg baik & lebih cepat dr estimation, packaging aman, produk original & sudah di tes oke, plus bbrp bonus item yg menarik.",pesan terima dengan cepat dari estimation packaging aman produk original tes oke plus beberapa bonus item yang tarik
5736,5,"Barang cepat sampai, packaging rapi, bonus sesuai yang tertera.",barang cepat packaging rapi bonus sesuai tera
5737,5,"beli udh lama sih, lupa tgl berapa. tpi selama ini pemakaian msih ok dan blm nemu kendala. oh ya packing nya juga rapih jdi aman dengan benturan pas ekspedisi, terima kasih",beli sudah sih lupa tanggal tapi pakai masih ok belum menemukan kendala oh ya packing nya rapih jadi aman bentur pas ekspedisi terima kasih
5738,4,barangnya bagus hanya kapasitasnya setelah saya colokkan ke laptop 931Gg bukan 1TB... tapi ok lah...,barang bagus kapasitas colok laptop tidak ok
5739,5,"cepet sampenya ya, bahkan sy yang agak ga ready waktu kurirnya nganter. Semua sesuai, barang aman, packaging aman, yg sy ga liat cuma box toshibanya. Sudah dicoba dan bisa dipakai. Terima kasih.",cepat sampenya ya saya tidak ready kurir mengantar sesuai barang aman packaging aman yang saya tidak lihat box toshibanya coba pakai terima kasih
5740,5,"Mantap, awetan",mantap awet
5741,5,barngnya berkualitas,barngnya kualitas
5742,5,"Barang OK, sesuai pesanan.",barang ok sesuai pesan
5743,3,"sesuai, cuman gak nyampe 1 TB hanya 931 GB",sesuai cuma tidak sampai
5744,5,Seller Ramah dan Cocok sesuai yang ditawarkan,penjual ramah cocok sesuai tawar
5745,5,"pengiriman cepat, packing rapi dgn tambahan plastik",kirim cepat packing rapi dengan tambah plastik
5746,5,barang OK Cuma TIKI NYA yang salah rute jadi sampainya juga lebih lama,barang ok tik nya salah rute sampai
5747,5,Google jobb,google jobb
5748,5,"Mantap,, respon cepet,, packing rapih,, barang bagus,, banyak bonusnya..",mantap respon cepat packing rapih barang bagus bonus
5749,5,"Pengiriman cepat, barang mantap.",kirim cepat barang mantap
5750,5,Barang oke dan akan dicoba dulu,barang oke coba
5751,3,"sesuai sih tp ga sampe 1 tb, cuma 931 -_-",sesuai sih tetapi tidak sampai
5752,5,oke oke,oke oke
5753,3,"beli sewaktu promo harbolnas, eh abis beli cek lapak lain langganan lebih murah 40 ribuan, nyesel juga sebetulnya kirain uda flashsale lzd da mantap eh tertipu. packing minim bener ngeri cuma packing plastik hitam dan bubblewrap tipis dilakban, mudah2an pas pengiriman ga abis terombang ambing dan masih perfect performanya. thanks gan semoga bisa jd feedback kedepannya. sukses selalu.",beli promo harbolnas eh habis beli cek lapak langgan murah ribu menyesal kirain sudah flashsale lzd da mantap eh tipu packing minim bener ngeri packing plastik hitam bubblewrap tipis dilakban mudah pas kirim tidak habis terombang ambing perfect performa terimakasih juragan moga jadi feedback depan sukses
5754,3,"packing oke.. sy mendaftarkan SN pada barang ini di website,, tapi tidak terdeteksi..?? Bingung saya",packing oke saya daftar sn barang situs deteksi bingung
5755,5,Barang datang cepat. Packaging rapi. Asli. Bekerja dg baik. Hd eksternalnya ringan. Pokoknya bagus deh. Gak nyesel belinya. Makasih,barang cepat packaging rapi asli dengan hd eksternal ringan pokok bagus deh tidak menyesal beli terimakasih
5756,5,"Barang ok, pengiriman cepat..",barang ok kirim cepat
5757,5,"proses cepat, packing rapih dan aman, kualitas barang bagus.",proses cepat packing rapih aman kualitas barang bagus
5758,5,Ok Bagus barangnya,ok bagus barang
5759,5,sip bekerja dengan baik hanya buatanx dari thailand dan sedikit lebih ringan dari buatan cina,sip buatanx thailand ringan buat cina
5760,5,sesuai spec,sesuai spec
5761,4,"Pacing bagus, rapih ada bubble warpnya, fast respon",pacing bagus rapih bubble warpnya fast respon
5762,5,Barang sdh diterima dengan kondisi baik n pengiriman jg cepat.. terima kasih yaa..,barang sudah terima kondisi n kirim juga cepat terima kasih yaa
5763,5,Sesuai dgn pesanan,sesuai dengan pesan
5764,5,Produk sudah di terima. Berfungsi dengan baik.,produk terima fungsi
5765,5,Sesuai bintang,sesuai bintang
5766,5,"Barang mulus, ok cepat unt dibuat copy dan mantabs... harga gokil abis.",barang mulus ok cepat unt copy mantap harga gokil habis
5767,5,The good was delivered fast and in good condition. Good job,the good was delivered fast and in good kondisi good job
5768,5,Lacie 2TB nya mantap,lacie nya mantap
5769,5,Barang bagus pengirman cepat. mantab deh,barang bagus pengirman cepat mantap deh
5770,5,"so far ... puas dengan produk ini , harga dan fasilitas yg didapat sangat sebanding .... pengirimannya juga tidak sampai 2 hari ... thanks lazada",jadi far puas produk harga fasilitas yang banding kirim terimakasih lazada
5771,5,"Barang sudah di terima. Semoga awet. Pembungkusannya rapih. kemarin baru di pesan, hari ini barang sudah di terima. fast respon pokoknya.  Thanks",barang terima moga awet bungkus rapih kemarin pesan barang terima fast respon pokok terimakasih
5772,5,"Proses dan pengiriman lumayan cepat untuk ke semarang, pesan selasa................kamis pagi barang sudah sampai kerumah. minus di packing + dus harddisknya saja. mungkin itu saja yang perlu perbaikan. bulbnya kurang banyak :D , lumayan buat mainan",proses kirim lumayan cepat semarang pesan selasakamis pagi barang rumah minus packing dus harddisknya baik bulbnya d lumayan main
5773,4,"Barang bagus gan, pengiriman cepat cuma 2 hk, trims....",barang bagus juragan kirim cepat hk trims
5774,5,done well. bagus.,done well bagus
5775,5,"Fast shipping, original dan berfungsi dengan baik, selain itu harganya juga cukup bersaing. Top lah",fast shipping original fungsi harga saing top
5776,4,Barang bagus tp masih blm di coba..pengiriman lumayan cepat..,barang bagus tetapi belum cobapengiriman lumayan cepat
5777,4,"Packing bagus, pengiriman lumayan cepat",packing bagus kirim lumayan cepat
5778,4,"barang diterima baik, packing rapih cuma kurang banyak bubble wrap  nya...   terimakasih",barang terima packing rapih bubble wrap nya terimakasih
5779,5,"Pengiriman cepat, produk Original.. semoga awet.   Thanks",kirim cepat produk original moga awet terimakasih
5780,5,"Produk mantap, elegen dan sangat spesial...",produk mantap elegen spesial
5781,5,Pengiriman cepat. Barang sesuai,kirim cepat barang sesuai
5782,5,"Harga cukuplah, semoga awet",harga moga awet
5783,5,"Diterima dalam keadaan baik, sudah dicoba & berfungsi ok.",terima coba fungsi ok
5784,5,"Berfungsi dengan baik, pengiriman cepet, thanks",fungsi kirim cepat terimakasih
5785,5,"Barang sampai tepat waktu, packing rapi, memuaskan, semoga awet. Trims Lazada",barang packing rapi muas moga awet trims lazada
5786,5,Siip sesuai pesenan sampai cepat packing rapi,siip sesuai sen cepat packing rapi
5787,4,Compatible  buat linux ga ?,compatible linux tidak
5788,5,Ini kapaaitasnya berapa gan,kapaaitasnya juragan
5789,5,"Barang bagus, kemasan rapi dan pengiriman cepat!!",barang bagus kemas rapi kirim cepat
5790,5,barang oke sesuai dengan harapan,barang oke sesuai harap
5791,5,sesuai gambar kualitas oke...,sesuai gambar kualitas oke
5792,5,"You won't regret if you buy it, it's durable .and very easy to use.Satisfied and Thanks Lazada !",kamu wont regret if kamu buy it its durable and very easy untuk usesatisfied and terimakasih lazada
5793,5,Barang tSb blm sampai.. Pd hal sdh dpt sms barang sdh dikirim.. Mohon konfirmasinya...,barang tersebut belum pd sudah dapat sms barang sudah kirim mohon konfirmasi
5794,4,Produk Ini sangat bermanfaat bagi saya saat menambahkan HDD atau SSD pada Laptop dengan performan yang sangat bagus.,produk manfaat ssd laptop forman bagus
5795,5,no minus pas mantab gak ada cacat sampe cepat gak afa masalah,nomor minus pas mantap tidak cacat sampai cepat tidak afa
5796,5,"barang ok tapi sampainya lama 10 hati, but overall sip",barang ok sampai hati but overall sip
5797,5,"Barang sesuai, dan berfungsi dengan baik",barang sesuai fungsi
5798,3,So far found ok,jadi far found ok
5799,5,sangat rekomendasi,rekomendasi
5800,5,Its Working and easy to use,its working and easy untuk use
5801,5,tq...good,tqgood
5802,5,Thx kk sesuai pesanan dpt bonus lagi sukses ya,terimakasih kk sesuai pesan dapat bonus sukses ya
5803,5,"barangnya sampai terlambat 1 hari, tp gk apa2 yg penting barangnya selamat + Sesuai pesanan 🙏🏻 semoga awet 🙏🏻",barang lambat tetapi tidak yang barang selamat sesuai pesan moga awet
5804,5,Matul sy suka,matul saya suka
5805,5,"Saya pikir untuk external HD 1 Tera akan lebih berat dibandding dengan pendahulunya. OK sudah dicoba kapasitas secara property terbaca 931 GB, copy - cut - paste nya lancar.",pikir external hd tera berat dibandding dahulu ok coba kapasitas property baca copy cut paste nya lancar
5806,5,"pesen tgl 29mei nyampe 2 juni packaging pake bubble wrap, kardus agak penyok tp barang aman.. makasii",sen tanggal mei sampai juni packaging pakai bubble wrap kardus penyok tetapi barang aman makasii
5807,5,alhamdulillah barang sampai dengan selamat..... dapat harga super murah juga.... makasih BUKOPIN & VINCOSTA..... semoga AWET,alhamdulillah barang selamat harga super murah terimakasih bukopin vincosta moga awet
5808,4,"barangnya sudah sampai tepat waktu,sdh di coba jga.syang produk nya di buat dari Malaysia ,bukan dari Thailand soalnya di gambar pembeli sebelum nya dari Thailand jadi sy ksh bintang 4 karna dsini ada perbedaan barang",barang waktusdh coba jgasyang produk nya malaysia thailand gambar beli nya thailand saya kasih bintang karena disini beda barang
5809,4,"Alhamdulillah, datang lebih cepat dari dugaan. Barang sampai dlm keadaan baik dan dikemas dg baik pula. Terima kasih banyak.",alhamdulillah cepat duga barang dalam kemas dengan terima kasih
5810,5,"Bagus Krn sy sdh punya sebelumnya, cm mmg kapasitas g penuh 1 tera ya. Hanya 913 GB.",bagus karena saya sudah cm memang kapasitas tidak penuh tera ya
